Year#District/State#Candidate Name#Vote Total#
2008#3 SC#Dyer, Jane Ballard Democratic#101724#
2008#4 SC#Inglis, Bob Republican#184440#
2008#4 SC#Corden, Paul Democratic#113291#
2008#4 SC#Walters, C. Faye Green#7332#
2008#5 SC#Spratt, John Democratic#188785#
2008#5 SC#Spencer, Albert F. Republican#113282#
2008#5 SC#Waggoner, Frank Constitution#4093#
2008#6 SC#"Clyburn, James E. ""Jim"" Democratic"#193378#
2008#6 SC#Harrelson, Nancy Republican#93059#
2008#0 SD#Sandlin, Stephanie Herseth Democratic#256041#
2008#0 SD#Lien, Chris Republican#122966#
2008#1 TN#Roe, Phil Republican#168343#
2008#1 TN#Russell, Rob Democratic#57525#
2008#1 TN#Goodman, Joel Write-In,Libertarian,Independent#3988#
2008#1 TN#Reeves, James W. Independent#2544#
2008#1 TN#Owens, Thomas (T.K.) Independent#1981#
2008#2 TN#Duncan, Jr., John J. Republican#227120#
2008#2 TN#Scott, Bob Democratic#63639#
2008#3 TN#Wamp, Zach Republican#184964#
2008#3 TN#Vandagriff, Doug Democratic#73059#
2008#3 TN#Howard-Hill, Jean Independent#4848#
2008#3 TN#Choate, Ed Independent#3750#
2008#3 TN#Griffin, June Write-In#7#
2008#4 TN#Davis, Lincoln Democratic#146776#
2008#4 TN#Lankford, Monty J. Republican#94447#
2008#4 TN#Gray, James Anthony Independent#4869#
2008#4 TN#Ragsdale, Kevin Independent#3713#
2008#5 TN#Cooper, Jim Democratic#181467#
2008#5 TN#Donovan, Gerard Republican#85471#
2008#5 TN#Jackson, Jon Independent#5464#
2008#5 TN#Miglietta, John P. Independent#3196#
2008#5 TN#Kovach, Thomas F. Write-In#4#
2008#6 TN#Gordon, Bart Democratic#194264#
2008#6 TN#Baker, Chris Independent#66764#
2008#7 TN#Blackburn, Marsha Republican#217332#
2008#7 TN#Morris, Randy G. Democratic#99549#
2008#8 TN#Tanner, John Democratic#180465#
2008#8 TN#Hart, James Write-In,Republican,Write-In#54#
2008#9 TN#Cohen, Steve Democratic#198798#
2008#9 TN#Ford, Jake Independent#11003#
2008#9 TN#Clark, Dewey Independent#10047#
2008#9 TN#"Wright, Mary ""Taylor Shelby"" Independent"#6434#
2008#1 TX#Gohmert, Louie Republican#189012#
2008#1 TX#Owen, Roger L. Independent#26814#
2008#2 TX#Poe, Ted Republican#175101#
2008#2 TX#Wolfe, Craig Libertarian#21813#
2008#3 TX#Johnson, Sam Republican#170742#
2008#3 TX#Daley, Tom Democratic#108693#
2008#3 TX#Claytor, Christopher J. Libertarian#6348#
2008#4 TX#Hall, Ralph M. Republican#206906#
2008#4 TX#Melancon, Glenn Democratic#88067#
2008#4 TX#Annett, Fred Libertarian#5771#
2008#5 TX#Hensarling, Jeb Republican#162894#
2008#5 TX#Ashby, Ken Libertarian#31967#
2008#6 TX#Barton, Joe Republican#174008#
2008#6 TX#Otto, Ludwig Democratic#99919#
2008#6 TX#Koch, Max W., III Libertarian#6655#
2008#7 TX#Culberson, John Republican#162635#
2008#7 TX#Skelly, Michael Democratic#123242#
2008#7 TX#Parks, Drew Libertarian#5057#
2008#8 TX#Brady, Kevin Republican#207128#
2008#8 TX#Hargett, Kent Democratic#70758#
2008#8 TX#Stevens, Brian Libertarian#7565#
2008#9 TX#Green, Al Democratic#143868#
2008#9 TX#Walters, Brad Libertarian#9760#
2008#10 TX#McCaul, Michael T. Republican#179493#
2008#10 TX#Doherty, Larry Joe Democratic#143719#
2008#10 TX#Finkel, Matt Libertarian#9871#
2008#11 TX#Conaway, Mike Republican#189625#
2008#11 TX#Strohm, John R. Libertarian#25051#
2008#12 TX#Granger, Kay Republican#181662#
2008#12 TX#Smith, Tracey Democratic#82250#
2008#12 TX#Shambaugh, Shiloh Sidney Libertarian#4842#
2008#13 TX#Thornberry, Mac Republican#180078#
2008#13 TX#Waun, Roger James Democratic#51841#
2008#14 TX#Paul, Ron Republican#191293#
2008#15 TX#Hinojosa, Rubén Democratic#107578#
2008#15 TX#Zamora, Eddie Republican#52303#
2008#15 TX#Raether, Gricha Libertarian#3827#
2008#16 TX#Reyes, Silvestre Democratic#130375#
2008#16 TX#"Mendoza, Benjamin Eloy ""Ben"" Independent"#16348#
2008#16 TX#Baker, Mette A. Libertarian#12000#
2008#17 TX#Edwards, Chet Democratic#134592#
2008#17 TX#Curnock, Rob Republican#115581#
2008#17 TX#Osborne, Gardner C. Libertarian#3849#
2008#18 TX#Lee, Sheila Jackson Democratic#148617#
2008#18 TX#Faulk, John Republican#39095#
2008#18 TX#Taylor, Mike Libertarian#4486#
2008#19 TX#Neugebauer, Randy Republican#168501#
2008#19 TX#Fullingim, Dwight Democratic#58030#
2008#19 TX#"Peterson, Richard ""Chip"" Libertarian"#6080#
2008#20 TX#Gonzalez, Charles A. Democratic#127298#
2008#20 TX#Litoff, Robert Republican#44585#
2008#20 TX#Idrogo, Michael Libertarian#5172#
2008#21 TX#Smith, Lamar Republican#243471#
2008#21 TX#Strohm, James Arthur Libertarian#60879#
2008#22 TX#Olson, Pete Republican#161996#
2008#22 TX#Lampson, Nick Democratic#140160#
2008#22 TX#Wieder, John Libertarian#6839#
2008#23 TX#Rodriguez, Ciro D. Democratic#134090#
2008#23 TX#Larson, Lyle Republican#100799#
2008#23 TX#Connolly, Lani Libertarian#5581#
2008#24 TX#Marchant, Kenny E. Republican#151434#
2008#24 TX#Love, Tom Democratic#111089#
2008#24 TX#Casey, David A. Libertarian#7972#
2008#25 TX#Doggett, Lloyd Democratic#191755#
2008#25 TX#Morovich, George L. Republican#88693#
2008#25 TX#Stutsman, Jim Libertarian#10848#
2008#26 TX#Burgess, Michael C. Republican#195181#
2008#26 TX#Leach, Ken Democratic#118167#
2008#26 TX#Weiss, Stephanie B. Libertarian#11028#
2008#27 TX#Ortiz, Solomon P. Democratic#104864#
2008#27 TX#Vaden, William Willie Republican#69458#
2008#27 TX#Powell, Robert E. Libertarian#6629#
2008#28 TX#Cuellar, Henry Democratic#123494#
2008#28 TX#Fish, Jim Republican#52524#
2008#28 TX#Leone, Ross Lynn Libertarian#3722#
2008#29 TX#Green, Gene Democratic#79718#
2008#29 TX#Story, Eric Republican#25512#
2008#29 TX#Grace, Joel Libertarian#1564#
2008#30 TX#Johnson, Eddie Bernice Democratic#168249#
2008#30 TX#Wood, Fred Republican#32361#
2008#30 TX#Woods, Jarrett Libertarian#3366#
2008#31 TX#Carter, John Republican#175563#
2008#31 TX#Ruiz, Brian P. Democratic#106559#
2008#31 TX#Cooper, Barry N. Libertarian#9182#
2008#32 TX#Sessions, Pete Republican#116283#
2008#32 TX#Roberson, Eric Democratic#82406#
2008#32 TX#Bischoff, Alex Libertarian#4421#
2008#1 UT#Bishop, Rob Republican#196799#
2008#1 UT#Bowen, Morgan Democratic#92469#
2008#1 UT#Pearson, Kirk D. Constitution#7397#
2008#1 UT#Buchman, Joseph Geddes Libertarian#6780#
2008#2 UT#Matheson, Jim Democratic#220666#
2008#2 UT#Dew, Bill Republican#120083#
2008#2 UT#Arndt, Mathew Libertarian#4576#
2008#2 UT#Emery, Dennis Ray Constitution#3000#
2008#3 UT#Chaffetz, Jason Republican#187035#
2008#3 UT#Spencer, Bennion L. Democratic#80626#
2008#3 UT#Noorlander, Jim Constitution#17408#
2008#0 VT#Welch, Peter Democratic,Republican#248203#
2008#0 VT#Bethel, Mike Independent#14349#
2008#0 VT#Trudell, Jerry Energy Independence#10818#
2008#0 VT#Hermann, Thomas J. Progressive#9081#
2008#0 VT#Ericson, Cris Independent#7841#
2008#0 VT#Newton, Jane Liberty Union#5307#
2008#1 VA#"Wittman, Robert J. ""Rob"" Republican"#203839#
2008#1 VA#Day, Bill S., Jr. Democratic#150432#
2008#1 VA#Larson, Nathan D. Libertarian#5265#
2008#2 VA#Nye, Glenn C., III Democratic#141857#
2008#2 VA#Drake, Thelma D. Republican#128486#
2008#3 VA#"Scott, Robert C. ""Bobby"" Democratic"#239911#
2008#4 VA#Forbes, J. Randy Republican#199075#
2008#4 VA#Miller, Andrea R. Democratic#135041#
2008#5 VA#Perriello, Tom S. P. Democratic#158810#
2008#5 VA#Goode, Virgil H., Jr. Republican#158083#
2008#6 VA#"Goodlatte, R. W. ""Bob"" Republican"#192350#
2008#6 VA#"Rasoul, S. ""Sam"" Democratic"#114367#
2008#6 VA#Allen, Janice Lee Independent#5413#
2008#7 VA#Cantor, Eric I. Republican#233531#
2008#7 VA#Hartke, Anita Democratic#138123#
2008#8 VA#"Moran, James P. ""Jim,"" Jr. Democratic"#222986#
2008#8 VA#Ellmore, Mark W. Republican#97425#
2008#8 VA#Fisher, J. Ron Independent Green Party#6829#
2008#9 VA#Boucher, Rick C. Democratic#207306#
2008#10 VA#Wolf, Frank R. Republican#223140#
2008#10 VA#Feder, Judy M. Democratic#147357#
2008#10 VA#Nigam, Neeraj C. Independent#8457#
2008#11 VA#"Connolly, Gerald E. ""Gerry"" Democratic"#196598#
2008#11 VA#Fimian, Keith S. Republican#154758#
2008#11 VA#Oddo, Joseph P. Independent Green Party#7271#
2008#1 WA#Inslee, Jay Democratic#233780#
2008#1 WA#Ishmael, Larry Grand Old Party#111240#
2008#2 WA#Larsen, Rick Democratic#217416#
2008#2 WA#Bart, Rick Republican#131051#
2008#3 WA#Baird, Brian Democratic#216701#
2008#3 WA#Delavar, Michael Republican#121828#
2008#4 WA#Hastings, Doc Republican#169940#
2008#4 WA#Fearing, George Democratic#99430#
2008#5 WA#Rodgers, Cathy McMorris Republican#211305#
2008#5 WA#Mays, Mark Democratic#112382#
2008#6 WA#Dicks, Norm Democratic#205991#
2008#6 WA#Cloud, Doug Republican#102081#
2008#7 WA#McDermott, Jim Democratic#291963#
2008#7 WA#Beren, Steve Republican#57054#
2008#8 WA#Reichert, Dave Republican#191568#
2008#8 WA#Burner, Darcy Democratic#171358#
2008#9 WA#Smith, Adam Democratic#176295#
2008#9 WA#Postma, James Republican#93080#
2008#1 WV#Mollohan, Alan B. Democratic#187734#
2008#1 WV#Osgood, Ted Write-In#69#
2008#1 WV#Smith, R. J. Write-In#61#
2008#2 WV#Capito, Shelley Moore Republican#147334#
2008#2 WV#Barth, Anne Democratic#110819#
2008#2 WV#Mills, Aaron Write-In#16#
2008#3 WV#Rahall, Nick Joe, II Democratic#133522#
2008#3 WV#Gearheart, Marty Republican#66005#
2008#1 WI#Ryan, Paul Republican#231009#
2008#1 WI#Krupp, Marge Democratic#125268#
2008#1 WI#Kexel, Joseph Libertarian#4606#
2008#2 WI#Baldwin, Tammy Democratic#277914#
2008#2 WI#Theron, Peter Republican#122513#
2008#3 WI#Kind, Ron Democratic#225208#
2008#3 WI#Stark, Paul Republican#122760#
2008#3 WI#Barrett, Kevin Libertarian#8236#
2008#4 WI#Moore, Gwendolynne Democratic#222728#
2008#4 WI#LaForest, Michael D. Independent#29282#
2008#5 WI#Sensenbrenner, F. James, Jr. Republican#275271#
2008#5 WI#Raymond, Robert R. Independent#69715#
2008#6 WI#Petri, Tom Republican#221875#
2008#6 WI#Kittelson, Roger A. Democratic#126090#
2008#7 WI#Obey, David R. Democratic#212666#
2008#7 WI#Mielke, Dan Republican#136938#
2008#8 WI#Kagen, Steve Democratic#193662#
2008#8 WI#Gard, John Republican#164621#
2008#0 WY#Lummis, Cynthia M. Republican#131244#
2008#0 WY#Trauner, Gary Democratic#106758#
2008#0 WY#Herbert, W. David Libertarian#11030#
2010#1 AL#Bonner, Jo Republican#129063#
2010#1 AL#Walter, David Constitution Party of Alabama#26357#
2010#2 AL#Roby, Martha Republican#111645#
2010#2 AL#Bright, Bobby Democratic#106865#
2010#3 AL#Rogers, Mike Republican#117736#
2010#3 AL#Segrest, Steve Democratic#80204#
2010#4 AL#Aderholt, Robert Republican#167714#
2010#5 AL#Brooks, Mo Republican#131109#
2010#5 AL#Raby, Steve Democratic#95192#
2010#6 AL#Bachus, Spencer Republican#205288#
2010#7 AL#Sewell, Terri A. Democratic#136696#
2010#7 AL#Chamberlain, Don Republican#51890#
2010#0 AK#Young, Don Republican#175384#
2010#0 AK#Crawford, Harry T., Jr. Democratic#77606#
2010#1 AZ#Gosar, Paul Republican#112816#
2010#1 AZ#Kirkpatrick, Ann Democratic#99233#
2010#1 AZ#Patti, Nicole Write-In,Libertarian,Libertarian#14869#
2010#2 AZ#Franks, Trent Republican#173173#
2010#2 AZ#Thrasher, John Democratic#82891#
2010#2 AZ#Gammill, Powell Libertarian#10820#
2010#2 AZ#William, Crum Write-In#8#
2010#2 AZ#Rankin, Mark Write-In#2#
2010#3 AZ#Quayle, Ben Republican#108689#
2010#3 AZ#Hulburd, Jon Democratic#85610#
2010#3 AZ#Shoen, Michael Libertarian#10478#
2010#3 AZ#Clark, Leonard Write-In,Green,Green#3294#
2010#4 AZ#Pastor, Ed Democratic#61524#
2010#4 AZ#Contreras, Janet Republican#25300#
2010#4 AZ#Cobb, Joe Libertarian#2718#
2010#4 AZ#Dewitt, Rebecca Green#2365#
2010#5 AZ#Schweikert, David Republican#110374#
2010#5 AZ#Mitchell, Harry Democratic#91749#
2010#5 AZ#Coons, Nick Libertarian#10127#
2010#6 AZ#Flake, Jeff Republican#165649#
2010#6 AZ#Schneider, Rebecca Democratic#72615#
2010#6 AZ#Tapp, Darell Write-In,Libertarian,Libertarian#7712#
2010#6 AZ#Grayson, Richard Write-In,Green,Green#3407#
2010#7 AZ#Grijalva, Raúl M. Democratic#79935#
2010#7 AZ#McClung, Ruth Republican#70385#
2010#7 AZ#Myer, Harley Independent#4506#
2010#7 AZ#Keane, George Libertarian#4318#
2010#8 AZ#Giffords, Gabrielle Democratic#138280#
2010#8 AZ#Kelly, Jesse Republican#134124#
2010#8 AZ#Stoltz, Steven Libertarian#11174#
2010#1 AR#Crawford, Rick Republican#93224#
2010#1 AR#Causey, Chad Democratic#78267#
2010#1 AR#Adler, Ken Green#8320#
2010#1 AR#Higgins, Mickey Write-In#196#
2010#2 AR#Griffin, Tim Republican#122091#
2010#2 AR#Elliott, Joyce Democratic#80687#
2010#2 AR#Levi, Lance Independent#4421#
2010#2 AR#Kennedy, Lewis Green#3599#
2010#2 AR#Suits, Danial Write-In#14#
2010#3 AR#Womack, Steve Republican#148581#
2010#3 AR#Whitaker, David Democratic#56542#
2010#4 AR#Ross, Mike Democratic#102479#
2010#4 AR#Rankin, Beth Anne Republican#71526#
2010#4 AR#Drake, Josh Green#4129#
2010#1 CA#Thompson, Mike Democratic#147307#
2010#1 CA#Hanks, Loren Republican#72803#
2010#1 CA#Wolman, Carol Green#8486#
2010#1 CA#Rodrigues, Mike Libertarian#5996#
2010#2 CA#Herger, Wally Republican#130837#
2010#2 CA#Reed, Jim Democratic#98092#
2010#2 CA#Jensen, Mark A. Write-In#11#
2010#3 CA#Lungren, Dan Republican#131169#
2010#3 CA#Bera, Ami Democratic#113128#
2010#3 CA#Leidecker, Jerry L. American Independent#6577#
2010#3 CA#Tuma, Douglas Arthur Libertarian#6275#
2010#3 CA#Roskey, Mike Peace and Freedom#4789#
2010#4 CA#McClintock, Tom Republican#186397#
2010#4 CA#Curtis, Clint Democratic#95653#
2010#4 CA#"Emery, Benjamin ""Ben"" Green"#22179#
2010#5 CA#Matsui, Doris Democratic#124220#
2010#5 CA#Smith, Paul A. Republican#43577#
2010#5 CA#Frink, Gerald Allen Peace and Freedom#4594#
2010#5 CA#Lacy, Tony Write-In#19#
2010#6 CA#Woolsey, Lynn C. Democratic#172216#
2010#6 CA#Judd, Jim Republican#77361#
2010#6 CA#Ruyle, Eugene E. Peace and Freedom#5915#
2010#6 CA#Smollen, Joel Libertarian#5660#
2010#7 CA#Miller, George Democratic#122118#
2010#7 CA#Tubbs, Rick Republican#56798#
2010#8 CA#Pelosi, Nancy Democratic#167957#
2010#8 CA#Dennis, John Republican#31771#
2010#8 CA#La Riva, Gloria E. Peace and Freedom#5161#
2010#8 CA#Berg, Philip Libertarian#4843#
2010#8 CA#Shields, Summer Write-In#24#
2010#9 CA#Lee, Barbara Democratic#180400#
2010#9 CA#Hashimoto, Gerald Republican#23054#
2010#9 CA#Heller, Dave Green#4848#
2010#9 CA#Eyer, James Libertarian#4113#
2010#9 CA#Allen, Larry Peace and Freedom#1670#
2010#10 CA#Garamendi, John Democratic#137578#
2010#10 CA#Clift, Gary Republican#88512#
2010#10 CA#Cloward, Jeremy Green#7716#
2010#11 CA#McNerney, Jerry Democratic#115361#
2010#11 CA#Harmer, David Republican#112703#
2010#11 CA#Christensen, David American Independent#12439#
2010#12 CA#Speier, Jackie Democratic#152044#
2010#12 CA#Moloney, Mike Republican#44475#
2010#12 CA#Williams, Mark Paul Libertarian#4611#
2010#12 CA#Harding, Joseph Michael Write-In#32#
2010#13 CA#Stark, Fortney Pete Democratic#118278#
2010#13 CA#Baker, Forest Republican#45575#
2010#13 CA#Pareja, Chris Write-In#525#
2010#14 CA#Eshoo, Anna G. Democratic#151217#
2010#14 CA#Chapman, Dave Republican#60917#
2010#14 CA#Lazaga, Paul Libertarian#6735#
2010#15 CA#Honda, Mike Democratic#126147#
2010#15 CA#Kirkland, Scott Republican#60468#
2010#16 CA#Lofgren, Zoe Democratic#105841#
2010#16 CA#Sahagun, Daniel Write-In,Republican,Republican#37913#
2010#16 CA#Gonzalez, Edward Libertarian#12304#
2010#17 CA#Farr, Sam Democratic#118734#
2010#17 CA#Taylor, Jeff Republican#53176#
2010#17 CA#Petersen, Eric Green#3397#
2010#17 CA#Larkin, Mary V. Libertarian#2742#
2010#17 CA#Kabat, Ronald P. Write-In#90#
2010#18 CA#Cardoza, Dennis Democratic#72853#
2010#18 CA#Berryhill, Michael Clare, Sr. Republican#51716#
2010#19 CA#Denham, Jeff Republican#128394#
2010#19 CA#Goodwin, Loraine Democratic#69912#
2010#19 CA#Marsden, Les Democratic,Write-In#596#
2010#20 CA#Costa, Jim Democratic#46247#
2010#20 CA#Vidak, Andy Republican#43197#
2010#21 CA#Nunes, Devin G. Republican#135979#
2010#22 CA#McCarthy, Kevin Republican#173490#
2010#22 CA#Uebersax, John Write-In#2173#
2010#23 CA#Capps, Lois Democratic#111768#
2010#23 CA#Watson, Tom Republican#72744#
2010#23 CA#Hager, John V. Independent#5625#
2010#23 CA#Stafford, Darrell M. Libertarian#3326#
2010#24 CA#Gallegly, Elton Republican#144055#
2010#24 CA#Allison, Timothy J. Democratic#96279#
2010#25 CA#"McKeon, Howard P. ""Buck"" Republican"#118308#
2010#25 CA#Conaway, Jackie Democratic#73028#
2010#26 CA#Dreier, David Republican#112774#
2010#26 CA#Warner, Russ Democratic#76093#
2010#26 CA#Miller, David L. American Independent#12784#
2010#26 CA#Weissbuch, Randall Libertarian#6696#
2010#27 CA#Sherman, Brad Democratic#102927#
2010#27 CA#Reed, Mark Republican#55056#
2010#28 CA#Berman, Howard L. Democratic#88385#
2010#28 CA#Froyd, Merlin Republican#28493#
2010#28 CA#Rodriquez, Carlos A. Libertarian#10229#
2010#29 CA#Schiff, Adam B. Democratic#104374#
2010#29 CA#Colbert, John P. Republican#51534#
2010#29 CA#Cushing, William P. Libertarian#5218#
2010#30 CA#Waxman, Henry A. Democratic#153663#
2010#30 CA#Wilkerson, Charles E. Republican#75948#
2010#30 CA#Miller, Erich D. Libertarian#5021#
2010#30 CA#Castaldo, Richard R. Peace and Freedom#3115#
2010#31 CA#Becerra, Xavier Democratic#76363#
2010#31 CA#Genoves, Sal Democratic,Write-In#3#
2010#31 CA#Smith, Stephen C. Republican#14740#
2010#32 CA#Chu, Judy Democratic#77759#
2010#32 CA#"Schmerling, Edward ""Ed"" Republican"#31697#
2010#33 CA#Bass, Karen Democratic#131990#
2010#33 CA#Andion, James L. Republican#21342#
2010#33 CA#Evans, Mervin Leon Write-In#1#
2010#34 CA#Roybal-Allard, Lucille Democratic#69382#
2010#34 CA#Miller, Wayne Republican#20457#
2010#35 CA#Waters, Maxine Democratic#98131#
2010#35 CA#Brown, K. Bruce Republican#25561#
2010#35 CA#Edmondson, Suleiman Charles Write-In#2#
2010#36 CA#Harman, Jane Democratic#114489#
2010#36 CA#Fein, Mattie Republican#66706#
2010#36 CA#Peters, Herb Libertarian#10840#
2010#37 CA#Richardson, Laura Democratic#85799#
2010#37 CA#Parker, Star Republican#29159#
2010#37 CA#Dibs, Nicholas Independent#10560#
2010#38 CA#Napolitano, Grace F. Democratic#85459#
2010#38 CA#Vaughn, Robert Republican#30883#
2010#39 CA#Sanchez, Linda T. Democratic#81590#
2010#39 CA#Andre, Larry S. Republican#42037#
2010#39 CA#Smith, John A. American Independent#5334#
2010#40 CA#Royce, Ed Republican#119455#
2010#40 CA#Avalos, Christina Democratic#59400#
2010#41 CA#Lewis, Jerry Republican#127857#
2010#41 CA#Meagher, Pat Democratic#74394#
2010#41 CA#Zander, Pamela Write-In#35#
2010#42 CA#Miller, Gary G. Republican#127161#
2010#42 CA#Williamson, Michael Democratic#65122#
2010#42 CA#Lambert, Mark Libertarian#12115#
2010#43 CA#Baca, Joe Democratic#70026#
2010#43 CA#Folkens, Scott Republican#36890#
2010#44 CA#Calvert, Ken Republican#107482#
2010#44 CA#Hedrick, Bill Democratic#85784#
2010#45 CA#Mack, Mary Bono Republican#106472#
2010#45 CA#Pougnet, Steve Democratic#87141#
2010#45 CA#Lussenheide, Bill American Independent#13188#
2010#46 CA#Rohrabacher, Dana Republican#139822#
2010#46 CA#Arnold, Ken Democratic#84940#
2010#46 CA#Shah, Jay A. Democratic,Write-In#20#
2010#47 CA#Sanchez, Loretta Democratic#50832#
2010#47 CA#Tran, Van Republican#37679#
2010#47 CA#"Iglesias, Cecilia ""Ceci"" Independent"#7443#
2010#48 CA#Campbell, John Republican#145481#
2010#48 CA#Krom, Beth Democratic#88465#
2010#48 CA#Binkley, Mike Libertarian#8773#
2010#49 CA#Issa, Darrell Republican#119088#
2010#49 CA#Katz, Howard Democratic#59714#
2010#49 CA#Clark, Dion American Independent#6585#
2010#49 CA#Paster, Mike Libertarian#4290#
2010#50 CA#Bilbray, Brian P. Republican#142247#
2010#50 CA#Busby, Francine Democratic#97818#
2010#50 CA#Grossmith, Lars Libertarian#5546#
2010#50 CA#Clark, Miriam E. Peace and Freedom#5470#
2010#51 CA#Filner, Bob Democratic#86423#
2010#51 CA#Popaditch, Nick Republican#57488#
2010#51 CA#Shapiro, Marcus Jay Write-In#5#
2010#52 CA#Hunter, Duncan D. Republican#139460#
2010#52 CA#Lutz, Ray Democratic#70870#
2010#52 CA#Benoit, Michael Libertarian#10732#
2010#53 CA#Davis, Susan A. Democratic#104800#
